_id,Course_Name,Course_content,Course_Description,instructor,level
5e41382c21a7229605e49ec7,['Using Video to Convey Your Passion and Personality'],"['Why video is vital to your success', 'The facts and trends: Video is a must-have', 'Various video options', 'What will work and won’t work', 'Bringing the brand to life with video', 'Eight common mistakes when creating video', 'Insider secrets that can transform your videos', 'Standing and movement', 'Use of hands and powerful gestures', 'Sitting and breathing', 'Clothes and makeup', 'Voice and delivery', 'Get the support you need for success', 'Become an authentic storyteller', 'Before the interview', 'During the interview', 'Finding the right talent', 'Dry runs make technology', 'Ways to surprise and delight your audience', 'Hold Q&A sessions and events and have fun', 'Storytelling tips: Remember to tell a story and stay relevant', 'Give away information', 'Use the first three seconds wisely: Integrate marketing campaigns', 'Getting started', 'The essentials for creating on a budget', 'Mapping the content', 'Shooting the basics', 'The essentials and preferred programs', 'Wrap-up']","[""Marketing via video is the biggest way to reach people today. It is nearly unstoppable. And once you know how to deliver the best version of yourself on camera, you will also be unstoppable. Uncover your on-camera presence with media expert and on-camera personality Lucy Norris. Lucy teaches you the ins and outs when it comes to sharing your brand's message through digital content, whether you're pitching a business, an idea, or yourself. Learn how to be authentic, convey your passion and personality, deliver your message and vision, create quality content on a budget, and build a library of original content that fits your brand. Lucy peppers in storytelling and editing tips that help you take your video from pre-production to post, and create messages that will never be forgotten.\n\nThis course was created by genconnectU. We are pleased to offer this training in our library.""]",['Wrap-up'],['Beginner']
5e41383121a7229605e49ec8,['Turning Your Communication Talents into a Career'],"['Introduction: Liz Kaplow', 'Accidental entrepreneur', 'The meaning of entrepreneur', 'Staying focused', 'Be who you are', 'The win–win', 'Leading from the middle', 'Staying relevant: making timeless decisions', 'Have an open mind', 'Keeping your personal brand relevant', 'You are your own brand', 'Surround yourself with a good circle', 'Choosing your partner', 'Mentors as partners', 'Tips to convert self-doubt into solutions', 'Fashion in the workplace: Getting into part', 'Fashion in the workplace: showing up for interview', 'Say ""yes""', 'Do what It takes', 'Life is a blank canvas', ""Don't be afraid to apologize or fail"", 'Just be real', 'Resiliency', 'Celebration', 'Cultivating company culture', 'Trust']","[""What's keeping you from turning your communication talents into a successful long-term career? Whether your goal is to advance up the ladder in a mega-agency or start your own boutique firm, this course can inspire you to make it happen. Learn from one of the most respected and revered women in communications, Liz Kaplow. Liz's recipe for world-wide success can help you grow your skills, attract clients and manage your staff, and build an esteemed and valued agency—all the markers of a successful career in communications. Discover confidence-building tools, leadership lessons, the secrets to find the right partners, personal branding tips, and advice for dressing the part and embracing opportunity. Plus, get tips for cultivating a timeless and long-standing company culture.\n\nThis course was created by genconnectU. We are pleased to offer this training in our library.""]",['Trust'],['Beginner']
5e41383621a7229605e49ec9,['Activate Connections That Will Transform Your Career'],"['Introduction to Adrienne Bankert', 'Building trust without an agenda', 'Building connections', 'Five for sure', 'Precious time with high-level people', 'Communication versus conversation—how to reach out', 'Motivation', 'Expectations of networking', 'Connecting as a champion', 'Ways to stay engaged at every moment', 'Know yourself—operating at 100% of who you are', 'How giving unlocks the real you', 'Find clarity for your mind and vision', 'Kindness brings connection', 'Connecting at work: Creating a genuine culture', 'A holistic outlook on employees', 'Being authentic eradicates fear and delivers hope', 'A mega tip for being a champion connector', 'How to connect with a mentor']","[""Adrienne Bankert has a gift for connection. A national correspondent with ABC News, Adrienne has garnered two Emmys for her role on the Good Morning America weekend anchor team. She leaves people feeling better—while bringing compassion and equity to her storytelling. In this course, she shares the lessons she's learned on activating transformative connections with others. Explore your relationships to optimize your true connections and truly connect with people without placating, pretending, or compromising what you believe. Learn how to develop connections at work, how to initiate great connections with business partners and friends, and how to ignite real change in your community and marketplace. Adrienne’s advice and lessons guide you to be a champion of true connections.\n\nThis course was created by genconnectU. We are pleased to offer this training in our library.""]",['How to connect with a mentor'],['Beginner']
5e41383a21a7229605e49eca,['Implementing Continuous Improvement: A Case Study'],"['About Menlo Innovations', 'Meet Richard Sheridan', 'The history of Menlo', 'Software project planning', 'Work authorization board', 'The kickoff', 'Measuring work', 'Morning stand-up meeting', 'More on Rich', 'Two-person teams', 'Culture', 'Open book finance board', 'Babies and dogs', 'High-tech anthropology', 'High-tech anthropology examples', 'Thomas and Whitney', 'Share the joy']","['See continuous improvement at work. Find how the pioneering software development firm Menlo Innovations created a more productive, fulfilling workplace. In this course, Ron Pereira travels to Ann Arbor, Michigan to visit the Menlo headquarters and meet founder Richard Sheridan. After reading Richard’s book, Joy, Inc., Ron wanted to find out how he changed the culture of Menlo Innovations by adding “the business value of joy“ to the workplace. Richard illustrates the company’s path from chaos to structure, which involved building in collaboration and transparency at every step in the process. He also explains how Menlo invests in culture by practicing high-tech anthropology. This case study is a perfect lesson in how thinking about people first can create a better product.\n\nThis course was created by Gemba Academy, a leading provider of lean and Six Sigma training. We are pleased to offer this training in our library.']",['Share the joy'],['Beginner']
5e41383f21a7229605e49ecb,['Excel Weekly Challenge'],"['Payment errors, part 2', 'Sharpen your Excel skills with hands-on practice', 'Add new participants to teams', 'Format the cells in a form', 'Align and adjust text on an order form', 'Get a count of possible venues', 'Identify and move attendee data', 'Combine first and last names', 'Clean up bizarre formatting', 'Fill in categories and sort', 'Add a new list and line it up', 'Sort addresses by region', 'Help find our perfect home', 'Excel in real life: House shopping', 'Prepare this report to be printed', 'List and inspect survey results', 'Create table of course summaries', 'Correct city names', 'Fix the pricing formula', 'Fill in pick list details', 'Create a chart of monthly complaints', 'Calculate pay based on hours and location', 'Review accuracy of invoice', 'Combine three donation lists into one', 'Group and sort inventory items', 'The expense report is wrong', 'Categorize the status of each apartment', 'Excel in real life: Auditing inventory', 'Leading zeroes', 'Sort and stack', 'Fix dates', 'Add a shape', 'Combo chart with secondary axis', 'Horizontal sort', 'Set up and format a workbook', 'Count addresses', 'Fix IDs', 'Protect and validate', 'Find duplicates', 'Hide zeroes', 'Correct these calculations', 'What is this formula doing?', 'Pricing grid and drop-down list', 'Write a formula trigger', 'Merge and compare lists', 'Recreate this graphic', 'Insert a happy or sad face', 'Conditional formatting and sorting icons', 'Crop and print', 'Quick access and theme', 'Update graphs', 'Insert a PivotTable', 'Delete transactions and insert a PivotTable', 'Close holes in a list', 'QAT and pivot table', 'Unpivot and split columns', 'Presentations part 1: Randomize', 'Presentations part 2: What day is each person presenting?', 'Calculate team fees', 'Lookup and correct errors', 'Calculate final cost and set data validation', 'Clear excess images', 'Format workbook defaults', 'Extract all Saturdays', 'Copy to a new workbook and save as a PDF', 'Insert a PivotTable and slicers to review workshop data', 'Use Find and Replace to correct names', 'Isolate addresses', 'Payment errors, part 1']","[""There are countless books and courses that teach Microsoft Excel. However, true mastery requires practice. You have to apply what you've learned in order to make it stick. This series, with Excel MVP Oz du Soleil, provides weekly Excel challenges taken from Oz's experience helping clients with real-world problems. Each video begins with a challenge, such as inconsistent cell formatting, duplicate line items, or incomplete data. Pause the video and download the related exercise file to work out your own solution using the powerful features built into Excel. When you're ready, you can restart the video to see how Oz solves the challenge. In just a few minutes a week, you can learn the most popular and useful Excel formulas, functions, and features. Tune in every Friday for a new technique.\n\nNote: Because this is an ongoing series, viewers will not receive a certificate of completion.""]","['Payment errors, part 1']",['Beginner + Intermediate']
5e41384521a7229605e49ecc,['After Effects Weekly'],"['White balance workflow', 'Welcome', 'Animated decorative shapes', 'Random shapes animation', 'Fix Photoshop layers', 'Bouncy animation', 'Cut out stop-motion animation', 'Dangerous curves', 'Reveal layers and melt colors', 'Track matte with Colorama', 'Match color and motion blur', 'Useful utility effects', 'Morph type weights', 'Create jumpy characters', 'Shatter and explode', 'Changing the default Cinema 4D file', 'Parenting Cinema 4D files', 'Extracting Cinema 4D passes', 'Extracting Cinema 4D layers', 'Environment options', 'Easy seamless textures', 'Creating fan cards animation', 'Folding elements', 'Choosing the best color to key', 'Render Water', 'Liquid Text', 'Stabilizing color', 'Displacement recipe', 'Alternative options, part 1', 'Alternative options, part 2', 'Reset tools', 'Poster time and thumbnails', 'Hidden things', 'Timeline extras', 'Uprez video', 'Good parenting', 'Light control', 'Object orientation', 'Render to GIF', 'Silky smooth roller titles', 'Upgrade legacy blurs', 'Animating with transitions', 'Compositing smoke and water', 'Fade audio', 'Audio breakdown', 'Vignette options', 'Easy, fast pie chart', 'Scrub colors', 'Accelerated effects', 'Faking rack focus', 'Export a Premiere Pro project', 'Open multiple After Effects instances', 'Easter eggs', 'Content-Aware Fill', 'Removing the wobbling effect', 'Ghost smearing effect', 'Applying tracking to an effect point', 'Reverse stabilization', 'Puppet tool tricks', 'Animating an emoji', 'Using masks to control effects', 'Refine edge matte', 'Creating a watermark template', 'Creating a social animation template', 'Baking Cinema 4D keyframes', 'Saving Photoshop layers', 'Importing Illustrator artwork through XD', 'Reposition the anchor point']","[""During the last few years, After Effects has grown from a simple software program into an ever-evolving motion graphics ecosystem. New features are being added each quarter and it's getting hard to keep up. This weekly series demonstrates tips, tricks, and techniques to help you to stay on top of the changes and reveals undocumented effects and shortcuts that will blow you away. Learn how to reset tools, control animations, create effects, control layers, fix issues, and integrate with Photoshop, Illustrator, and Cinema 4D. Tune in every Friday for a new tip.\n\nNote: Because this is an ongoing series, viewers will not receive a certificate of completion.""]",['Reposition the anchor point'],['Intermediate']
5e41384c21a7229605e49ecd,['Photo Gear Weekly'],"['Battery precautions', 'Introduction to Photo Gear Weekly', 'Using an underwater bag to protect your camera', 'Introduction to B&H Photo as a resource', 'Understanding the purpose for the various filters', 'The difference between prime and zoom lenses', 'Knowing where to go for rental photo gear', 'Macro shots using an extension tube', 'Travel tripod options for packing light', 'Back button autofocusing for faster framing', 'Using custom white balance in tricky lighting', 'Discovering an old photography process: Tintype', 'Understanding how to purchase used gear', 'Working with ND filters for longer exposures', 'Using a focus rail for macro photography', 'Understanding ways to clean a camera sensor', 'Lens cleaning options for best lens maintenance', 'Introduction to DSLR video options', 'Options for recording audio on your DSLR', 'Inexpensive long-range zoom lenses', 'Understanding tools for display calibration', 'Looking at the mirrorless camera options available', 'Overview of lighting options available for photo', 'Exploring drone technology and photography options', 'Using lens hoods: When and why', 'What is a loupe and when do you need one?', 'Using a Lensbaby', 'Fast filter switching with Xume adapters', 'Cropped sensor and focal length, oh my', 'A look at the Canon 5D Mark IV', 'Protecting filters with a filter nest', 'Using a color checker for accurate color', 'Camera bag options', 'Dual-slot cameras', 'Xenon flash for iPhone', 'Why GPS in camera is a great feature', 'Conference Intro', 'Commuter bags', 'Lens upgrade', 'Lens flipper', 'Drive savers', 'Photo books', 'SanDisk cards', 'Moo photography business cards', 'LaCie drives', 'Remote cable release', 'Teleconverter', 'Organizing camera gear with racks', 'Using a personalized controller for faster editing', 'Understanding maximum aperture', 'Custom options for camera straps', 'Lens exchange bag for lens swapping in the field', 'Printing a Lens Hood', 'Why Use Manual Exposure?', 'Focusing with Live View', 'Move your focus points', 'Diopter adjustment', 'GPS battery drain', 'Two cards in the camera', 'Easing into manual mode', 'The camera as a card reader', 'Understanding exposure compensation', 'Camera power adapter', 'Custom Camera Settings', 'Long Lens Compression Myth', 'Battery Pouch', 'Going Wide with a Cropped Sensor', 'Prynt Pocket Printer', 'Choosing Photo Papers', 'Polarizing filter magic', 'Instant prints with Instax', 'Tablet signature challenge', 'Macro lenses for more than macro', 'Color space in the camera', 'Smartphone accessory lenses', 'Card wallet tips', 'Do you have a hidden rain cover?', 'How many aperture blades?', 'Autoexposure bracketing', 'Cotton carrier', 'Do you need image stabilization?', 'Zip your bag!', 'Using a reflector', 'Road trip power', 'Spider camera holster', 'WhiBal precision gray card', 'Hanging branch boxes', 'Air blower for cleaning', 'Cleaning your own sensor', 'Batteries in the cold', 'Waterproof cameras', 'Wi-Fi in the camera', 'Wireless Bluetooth remote', 'Bus-powered storage', 'Built-in digital level', 'Depth-of-field preview', 'Why is this lens so heavy?', 'Flash exposure compensation', 'Lens lock', 'Mirror lockup', 'Rugged storage', 'Camera star ratings', 'Custom menu on a camera', 'In-camera time lapse', 'Hair dryer for lens fogging', 'LensCoat lens covers', 'Flash basics', 'Recording a GPS track log', 'Gimbal stabilizer', 'Tripods with flexible legs', 'ExpoDisc for white balance', 'Automatic panoramas', 'Bean bag for flexible support', 'KUVRD universal lens cap', 'Focus confirmation', 'Quickly switching autofocus modes', 'Shower cap as rain cover', 'Battery charging on the go', 'Choosing full frame vs. cropped sensor', '""Normal"" focal length', 'Custom SLR glide strap', 'Light meter apps', 'Loupe for sensor dust', 'Focal length planning', 'Focal length and magnification', 'LensPen for sensor cleaning', '360-degree camera', 'iPhone portrait mode', 'Why shoot with film?', 'Dust removal in the camera', 'The mysterious locking switch', 'Voice memos for photos', 'Choosing media card capacity', 'Photo review on the go', 'Planning a moon shot', 'White balance and raw capture', 'The challenge of wide-angle composition', 'Clean that front element', 'All about starbursts', 'Long exposure noise reduction', 'Which filters should you carry?', 'SSD versus traditional hard drive', 'End of day camera reset', 'Firmware updates', 'How many autofocus points?', 'Why I avoid shutter priority mode', 'Histogram options', 'Power off for lens changing', 'The best reason for prime lenses', ""Don't forget to rotate"", 'Exposure blinkies', 'What makes a lens digital?', 'The right way to rotate a polarizing filter', 'Autofocus range limiter', 'Photo sharing with AirDrop', 'Track log on a DSLR', 'Built-in ""cable"" release', 'Chimping: Good or bad?', 'The shutter speed fallacy', 'Vary your tripod height', 'Panning with precision', 'Media card adapter', 'The blindfold test', 'Film scanning services', 'Photo lamps', 'Lens adapter for mirrorless', 'Focus peaking', 'Memory read versus write speeds', 'Sling bags', 'Mirrorless battery dilemma', 'Metal prints', 'Adjusting to an electronic viewfinder', 'Powered USB hub', 'Tripod straps', 'Silent shooting', 'Noninterchangeable mirrorless', 'Gimbal cameras', 'Display resolution myth', 'Caution switching from video', 'Scanning slides']","[""Get your gear on! Join photographer, author, and educator Tim Grey every Friday for insights on camera gear of all kinds. In Photo Gear Weekly, Tim shares tips for mastering your camera's advanced features, recommends accessories that will streamline your shooting and expand your creative options, and spotlights hot gear—new and vintage alike—that you'll want to know about.\n\nNote: Because this is an ongoing series, viewers will not receive a certificate of completion.""]",['Scanning slides'],['Intermediate']
5e41385121a7229605e49ece,['MERN Essential Training'],"['Learn all about MERN', 'Base knowledge checklist', 'Introduction to MERN', 'Install MongoDB', 'Install the developer tools', 'Install Node and React', 'Babel setup in the server', 'Initial server setup', 'Server files and folders', 'Set up your database', 'Set up your schema', 'Create the POST endpoint', 'Create all items GET endpoint', 'Create specific ID GET endpoint', 'Create a PUT endpoint', 'Create a DELETE endpoint', 'Add a styling library and folder structure', 'Add the main page structure', 'Add the state and Axios', 'Create the listing component', 'Create the single item component', 'Add the form base structure', 'Finalize the form', 'Extend the application', 'Going further with MERN']","['Curious about how MongoDB, Express, React, and Node.js, or MERN, work together, and how to build a full-stack application with the MERN stack? In this course, instructor Emmanuel Henri shows you how. Using practical examples, he shines a spotlight on each step of the process. Learn how to set up your initial Node.js and Express server; set up your Mongo database; define the needed endpoints; create a React front end; and add a form to present data to users.']",['Going further with MERN'],['Intermediate']
5e41385521a7229605e49ecf,['Practical Engineering'],"['How spillways work', 'Hydrostatics', 'Water hammer', 'Steam hammer', 'Vacuum phenomena in pipes', 'Engineering hydrology and the 100-year flood', 'Hydraulic river modeling', 'Sinkholes and internal erosion', 'Groundwater movement and the quick condition', 'Expansive soils', 'Mechanically stabilized earth', 'Thermal expansion', 'Tuned mass dampers for tall buildings', 'The Hyatt Regency walkway collapse', 'How land surveying works', 'Concrete 101', 'Concrete reinforcement', 'Corrosion of steel reinforcement', 'Prestressed concrete', 'Comparison of modern and Roman concrete', 'Hydraulic jumps', 'Weirs', 'Dangers of low head dams', 'How underwater structures are built']","[""Engineering involves a lot of theory. But we don't always get to see it in practice. This series teaches fundamental principles that all civil and mechanical engineers need to know, alongside demonstrations that show how they really work. Using everything from desktop models predicting the movement of groundwater to hand-built examples of mechanically stabilized earth, instructor Grady Hillhouse explains how engineering concepts become real. Every month, he introduces an important new topic that will improve your understanding of essential engineering principles, including force, strength, tension, compression, and more, and help you find better solutions to common design challenges.\n\nNote: Because this is an ongoing series, viewers will not receive a certificate of completion.""]",['How underwater structures are built'],['Beginner']
5e4138ba8234e9fbee456ba4,['Google Cloud Video Intelligence API by Example'],"['Use machine learning to search your raw video footage', 'What is Google Video Intelligence API?', 'Getting started', 'Testing setup', 'Video segments, shots, and frames', 'Segment-level label annotation', 'Shot-level label annotation', 'Frame-level label annotation', 'Challenge: Tracking objects', 'Solution: Tracking objects', 'Challenge: Transcribing videos', 'Solution: Transcribing videos', 'Cleaning up', 'Next steps']","[""Cloud Video Intelligence API allows developers to leverage the power of machine learning to work smarter, not harder. Instead of poring over your footage to find a particular shot, you can leverage pretrained machine learning models to quickly detect the objects you're looking for. Video Intelligence API also offers useful features such as the ability to moderate content and perform speech-to-text transcription. In this course, Jonathan Fernandes helps you get started with Video Intelligence API, demonstrating how to make calls to the API with Python and use machine learning models to glean insights from videos. Along the way, Jonathan provides hands-on exercises that enable you to apply the concepts you're learning.""]",['Next steps'],['Intermediate']
5e4138bf8234e9fbee456ba5,['Learning Word Online (Office 365)'],"['Get the power of Word in your browser', 'What you need for this course', 'What is Word Online?', 'Sign in and create a new document', 'Save a document', 'Close, open, and manage documents', 'Type or dictate text', 'Format text and use styles', 'Apply document formatting', 'Add and format graphics', 'Add and edit a table', 'Use headers and footers', 'Share and collaborate with others', 'Save to other formats for sharing', 'Print your document', 'Next steps']","['With Microsoft Word Online, you can create, view, edit, and share documents directly in your web browser. Join Microsoft productivity expert David Rivers for an overview of Word Online that highlights the unique features of the online app and the differences from the desktop version. See how to create and edit documents, dictate and format text, insert graphics and tables, and collaborate on documents with others—all from any device connected to the web. Note: This course is for users who know the basics of the Word desktop app, but are new to the web browser version, Word Online. It emphasizes features that work differently in Word Online. For basic Word guidance, see Word Essential Training (Office 365) or Learning Word 2019.']",['Next steps'],['Beginner']
5e4138c38234e9fbee456ba6,['Azure Administration: Business Continuity'],"['Welcome', 'What you should know', 'Cloud platform choices', 'What makes Azure unique', 'On premises', 'Hybrid options', 'Cloud options', 'Azure Backup choices', 'Recovery choices', 'Key terms and concepts', 'Azure Backup process', 'Creating the Recovery Services vault', 'Installing the agent', 'Configuring the agent', 'Azure Backup', 'Azure recovery', 'Azure VM backup', 'What is Azure Backup Server?', 'Installation requirements', 'Installing Azure Backup Server', 'A note about updates', 'Configure Azure Backup Server', 'Data backup', 'Data recovery', 'What is Azure Site Recovery (ASR)?', 'Understanding automation', 'ASR configuration', 'Configure recovery plan', 'Test failover', 'Next steps']","['Organizations need to ensure that their data stays safe—even when accidents and disasters strike. In this course, learn how to help your organization overcome unexpected or challenging events by implementing an effective business continuity plan using options in Microsoft Azure. Using practical examples, instructor Matt Hester demonstrates how to implement a business continuity and disaster recovery (BCDR) strategy, regardless of whether your infrastructure is on-premises, in the cloud, or a hybrid setup. Matt details how to use Azure Backup Server and Site Recovery to keep data safe and recoverable. Plus, he shows how to configure your systems to remain continuously available during planned or unplanned downtime.']",['Next steps'],['Intermediate']
5e4138c88234e9fbee456ba7,['Cinema 4D: X-Particles and Redshift Techniques'],"['Level up with X-Particles and Redshift', 'What you should know', 'Workflow tips', 'Scene walk-through', 'Follow Surface setup', 'The importance of groups', 'Particle collisions', 'Passing particles', 'Atomic particles', 'Trails', 'Particle constraints', 'Incubating to infection', 'Data decisions and caching', 'User Data nodes', 'Using color data to drive shaders', 'Rendering trails and splines', 'Using scalar data', 'One shader to rule all groups', 'Creating smoke sims with Explosia', 'Caching sims', 'Importing VDBs to Redshift', 'Building VDB shaders', 'Rendering volumes', 'Base Atom shader', 'Building a vertex map setup', 'Driving displacement with vertex maps', 'Using vertex maps to drive shaders', 'Vertex map workflow tips and tricks', 'Final scene assembly', 'Environment and cameras', 'Redshift post FX', 'Render time sampling', 'Final render settings and EXRs', 'Explore further with X-Particles and Redshift']","['View intermediate and advanced methods used to build a scene using the Redshift workflow for X-Particles. Instructor Ryan McCauley demonstrates a complete project, building a scene using emitters, xpInfectio, and Explosia FX. He shows how to render the scene using elements of X-Particles data with user data nodes in Redshift. Ryan also walks through ways to speed up a workflow and lookdev using caching and VDBs to import the particle simulations, providing faster playback that maintains access to needed render data. Most of these methods transfer over to other particle systems, including built-in C4D particles, thinking particles, and Houdini simulations.']",['Explore further with X-Particles and Redshift'],['Intermediate']
5e4138cd8234e9fbee456ba8,['JavaScript for Web Designers'],"['Web designers need JavaScript', 'What you should know', 'Using the exercise files', 'Challenges', 'Compatibility notes', 'What is JavaScript?', 'Live examples', ""Where you don't use JavaScript"", ""JavaScript's power can be dangerous"", 'Your friend the text editor', 'Browsers and tools', 'Tools in action', 'Getting help', 'Jargon', 'Jargon: The DOM', 'Vanilla JavaScript versus frameworks', 'Working with user info', 'Text fields and select boxes', 'Radio buttons and checkboxes', 'Changing submission with events', 'Starting to validate input', 'Disabling and enabling fields', 'The basics of sanitizing user input', 'Get and set with innerHTML', 'Challenge: Add and use more fields', 'Solution: Add and use more fields', 'Use JavaScript to tell time', 'Get pieces of time', 'Use timers to update the page', 'Polish the clock', 'Challenge: Add the date', 'Solution: Add the date', 'Filling in gaps with Moment.js', 'What is an API?', 'Create a map', 'Change the center point', 'Change the type and zoom level', 'Add a marker', 'Add a popup to the marker', 'Challenge: Modify the map', 'Solution: Modify the map', 'Introducing Ziptastic', 'Fetching data from a third party API', 'Better UX for the checkout page', 'Next step: More about JavaScript']","[""Web designers can improve their skill sets and job prospects by getting comfortable with JavaScript. It's the only scripting language for client-side programming—for doing things that would be impossible with HTML and CSS alone—and is increasingly popular for server-side programming, too. Learn some basic, real-world uses for JavaScript in this course with Joe Chellman. Find out how to write JavaScript in the browser and in a code editor, and then put it straight to use in a store checkout page: manipulating forms and form fields, reading data, checking input for errors, and displaying the results of shipping calculations. Plus, learn how to use JavaScript time and date functions to create features like clocks, and add interactive content through APIs like Bing Maps.""]",['Next step: More about JavaScript'],['Beginner']
5e4138d28234e9fbee456ba9,['Node.js: Securing RESTful APIs'],"['Securing Node RESTful APIs', 'What you should know', 'Overview of the security threats', 'Introduction to OWASP', 'Introduction to JWT', 'Introduction to Postman', 'Base project template intro', 'Finalize the setup for the project', 'Create the user model', 'Add bcrypt password hashing', 'Add the handlers for loginRequired', 'Add the handlers for registration', 'Add the handlers for login', 'Finalize secured endpoints', 'Add JWT setup into index', 'Test the API with Postman', 'Alternatives for securing APIs', 'Explore and build your skills']","['APIs are a crucial business driver for delivering data to your applications. In this course, learn about various options for securing your RESTful API that can help you keep your application data—and your users—safe. Instructor Emmanuel Henri begins the course with an overview of top security threats and an introduction to the Open Web Application Security Project (OWASP), an important resource on security. He then steps through how to set up and secure a Node and Express API, including how to add handlers for registration and login, finalize secured endpoints, and test your finalized API. To wrap up, he shares a few alternatives for securing APIs.']",['Explore and build your skills'],['Advanced']
5e4138d98234e9fbee456baa,['Photo Gear Weekly'],"['Battery precautions', 'Introduction to Photo Gear Weekly', 'Using an underwater bag to protect your camera', 'Introduction to B&H Photo as a resource', 'Understanding the purpose for the various filters', 'The difference between prime and zoom lenses', 'Knowing where to go for rental photo gear', 'Macro shots using an extension tube', 'Travel tripod options for packing light', 'Back button autofocusing for faster framing', 'Using custom white balance in tricky lighting', 'Discovering an old photography process: Tintype', 'Understanding how to purchase used gear', 'Working with ND filters for longer exposures', 'Using a focus rail for macro photography', 'Understanding ways to clean a camera sensor', 'Lens cleaning options for best lens maintenance', 'Introduction to DSLR video options', 'Options for recording audio on your DSLR', 'Inexpensive long-range zoom lenses', 'Understanding tools for display calibration', 'Looking at the mirrorless camera options available', 'Overview of lighting options available for photo', 'Exploring drone technology and photography options', 'Using lens hoods: When and why', 'What is a loupe and when do you need one?', 'Using a Lensbaby', 'Fast filter switching with Xume adapters', 'Cropped sensor and focal length, oh my', 'A look at the Canon 5D Mark IV', 'Protecting filters with a filter nest', 'Using a color checker for accurate color', 'Camera bag options', 'Dual-slot cameras', 'Xenon flash for iPhone', 'Why GPS in camera is a great feature', 'Conference Intro', 'Commuter bags', 'Lens upgrade', 'Lens flipper', 'Drive savers', 'Photo books', 'SanDisk cards', 'Moo photography business cards', 'LaCie drives', 'Remote cable release', 'Teleconverter', 'Organizing camera gear with racks', 'Using a personalized controller for faster editing', 'Understanding maximum aperture', 'Custom options for camera straps', 'Lens exchange bag for lens swapping in the field', 'Printing a Lens Hood', 'Why Use Manual Exposure?', 'Focusing with Live View', 'Move your focus points', 'Diopter adjustment', 'GPS battery drain', 'Two cards in the camera', 'Easing into manual mode', 'The camera as a card reader', 'Understanding exposure compensation', 'Camera power adapter', 'Custom Camera Settings', 'Long Lens Compression Myth', 'Battery Pouch', 'Going Wide with a Cropped Sensor', 'Prynt Pocket Printer', 'Choosing Photo Papers', 'Polarizing filter magic', 'Instant prints with Instax', 'Tablet signature challenge', 'Macro lenses for more than macro', 'Color space in the camera', 'Smartphone accessory lenses', 'Card wallet tips', 'Do you have a hidden rain cover?', 'How many aperture blades?', 'Autoexposure bracketing', 'Cotton carrier', 'Do you need image stabilization?', 'Zip your bag!', 'Using a reflector', 'Road trip power', 'Spider camera holster', 'WhiBal precision gray card', 'Hanging branch boxes', 'Air blower for cleaning', 'Cleaning your own sensor', 'Batteries in the cold', 'Waterproof cameras', 'Wi-Fi in the camera', 'Wireless Bluetooth remote', 'Bus-powered storage', 'Built-in digital level', 'Depth-of-field preview', 'Why is this lens so heavy?', 'Flash exposure compensation', 'Lens lock', 'Mirror lockup', 'Rugged storage', 'Camera star ratings', 'Custom menu on a camera', 'In-camera time lapse', 'Hair dryer for lens fogging', 'LensCoat lens covers', 'Flash basics', 'Recording a GPS track log', 'Gimbal stabilizer', 'Tripods with flexible legs', 'ExpoDisc for white balance', 'Automatic panoramas', 'Bean bag for flexible support', 'KUVRD universal lens cap', 'Focus confirmation', 'Quickly switching autofocus modes', 'Shower cap as rain cover', 'Battery charging on the go', 'Choosing full frame vs. cropped sensor', '""Normal"" focal length', 'Custom SLR glide strap', 'Light meter apps', 'Loupe for sensor dust', 'Focal length planning', 'Focal length and magnification', 'LensPen for sensor cleaning', '360-degree camera', 'iPhone portrait mode', 'Why shoot with film?', 'Dust removal in the camera', 'The mysterious locking switch', 'Voice memos for photos', 'Choosing media card capacity', 'Photo review on the go', 'Planning a moon shot', 'White balance and raw capture', 'The challenge of wide-angle composition', 'Clean that front element', 'All about starbursts', 'Long exposure noise reduction', 'Which filters should you carry?', 'SSD versus traditional hard drive', 'End of day camera reset', 'Firmware updates', 'How many autofocus points?', 'Why I avoid shutter priority mode', 'Histogram options', 'Power off for lens changing', 'The best reason for prime lenses', ""Don't forget to rotate"", 'Exposure blinkies', 'What makes a lens digital?', 'The right way to rotate a polarizing filter', 'Autofocus range limiter', 'Photo sharing with AirDrop', 'Track log on a DSLR', 'Built-in ""cable"" release', 'Chimping: Good or bad?', 'The shutter speed fallacy', 'Vary your tripod height', 'Panning with precision', 'Media card adapter', 'The blindfold test', 'Film scanning services', 'Photo lamps', 'Lens adapter for mirrorless', 'Focus peaking', 'Memory read versus write speeds', 'Sling bags', 'Mirrorless battery dilemma', 'Metal prints', 'Adjusting to an electronic viewfinder', 'Powered USB hub', 'Tripod straps', 'Silent shooting', 'Noninterchangeable mirrorless', 'Gimbal cameras', 'Display resolution myth', 'Caution switching from video', 'Scanning slides']","[""Get your gear on! Join photographer, author, and educator Tim Grey every Friday for insights on camera gear of all kinds. In Photo Gear Weekly, Tim shares tips for mastering your camera's advanced features, recommends accessories that will streamline your shooting and expand your creative options, and spotlights hot gear—new and vintage alike—that you'll want to know about.\n\nNote: Because this is an ongoing series, viewers will not receive a certificate of completion.""]",['Scanning slides'],['Intermediate']
